,논문제목,연도,링크
133,인공지능을 활용한 건강관리 중재: 체계적 고찰,2021,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=1e8753ac05d3710be9810257f7042666&keyword=
134,인공지능(AI)을 이용한 디지털 운동중재가 성인의 신체능력에 미치는 영향,2023,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=120c463348a69a577ecd42904f0c5d65&keyword=
135,인공지능과 공존할 인류 첫 세대,2019,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=647ef5f21e4a3d0bd18150b21a227875&keyword=
136,인공지능의 재활 적용,2017,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=7a3b57c97d9cea004884a65323211ff0&keyword=
137,인공지능과 의료 전체 발전 과정 Overview,2017,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=b7af8c1bd846ac37b36097776a77e665&keyword=
138,생물정보학을 이용한 체질정보의 정량에 관한 이론적 고찰,2001,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=80abf7945880fad67f7a54760bb41745&keyword=
139,인공지능: 미래의사의 역할을 대체할 것인가,2016,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=0893e473bb67af9a47de9c1710b0298d&keyword=
140,의료분야에서 인공지능 현황 및 의학교육의 방향,2020,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=7f23e7e3bd8caa3c6aae8a972f9116fb&keyword=
141,Artificial Intelligence 인공지능,2016,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=ac51d0dd1181662d47de9c1710b0298d&keyword=
142,의료영역에서의 인공지능 역할,2016,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=721dc3fb926fd91b7f7a54760bb41745&keyword=
143,후두음성 질환에 대한 인공지능 연구,2022,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=dac4b76edf8a11ca47de9c1710b0298d&keyword=
144,폐암검진에서 인공지능 기술의 활용,2019,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=5eb8f368196c46d4e9810257f7042666&keyword=
145,영상치의학에서의 인공지능 기술 동향,2022,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=47b9727b9be140fbb36097776a77e665&keyword=
146,"[Focus] 인공지능 시대 당사자 청년들이 나서다, 미래경영청년네트워크 : 서울시청년청 지원 프로젝트 선정, 토크 콘서트 및 설문 조사 등 활발한 활동",2020,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=ce0095aeb81ade406aae8a972f9116fb&keyword=
147,의료 인공지능에서의 멀티 태스크 러닝의 이해와 활용,2022,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=d350f4bec3fe299147de9c1710b0298d&keyword=
148,"딥메디슨: 인공지능, 의료의 인간화를 꿈꾸다",2021,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=87f6d37754a1bcb97f7a54760bb41745&keyword=
149,영상의학에서 인공지능의 활용과 전망,2017,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=b7af8c1bd846ac374884a65323211ff0&keyword=
150,"[전문 리포트] 인공지능시대 인류의 미래_인간 고유 의사 결정 기제, 인공지능에 맡길 것인가",2018,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=11c921c1692a9f67e9810257f7042666&keyword=
151,MRI 신호획득과 영상재구성에서의 인공지능 적용,2022,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=6418658fc84d7e516aae8a972f9116fb&keyword=
152,"[Column]인공지능시대, 자연지능을 깨우다",2017,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=3cd697c5ce1df99be9810257f7042666&keyword=
153,의료 인공지능에 대한 대한민국 영상의학과 전공의의 인식 조사 연구,2020,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=548f380a08f1d5384884a65323211ff0&keyword=
154,생성형 인공지능을 활용한 사례 기반 간호 교육 프로그램 개발,2023,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=fc22eeee8e3834584884a65323211ff0&keyword=
155,유방촬영술에서 인공지능의 적용: 알고리즘 개발 및 평가 관점,2021,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=f992f364b7ed595be9810257f7042666&keyword=
156,비뇨의학 연구실 인공지능,2022,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=762404ac418377ca4884a65323211ff0&keyword=
157,포스트지놈 시대 생물정보학 ( Bioinformatics ) 의 역할,2001,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=a5fb64ccbe8ac060&keyword=
158,한국어판 간호대학생의 인공지능에 대한 태도 측정도구 신뢰도 및 타당도 검증,2022,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=314eeb9c5c86a693d18150b21a227875&keyword=
159,"종합병원 간호사의 인공지능윤리의식, 생명윤리의식 및 인간중심돌봄간의 관계",2022,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=dd461a5a5c47fa0bb36097776a77e665&keyword=
160,"웹 기반의 인공지능을 이용한 교정분석 프로그램 “WebCeph”의 임상활용 (양악수술 증례보고, 교정진단부터 치료평가까지)",2022,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=02d92afd562fe6827ecd42904f0c5d65&keyword=
161,수술  동영상에서의  인공지능을  사용한  출혈  검출  연구,2023,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=f04e9c9887b55c7fc85d2949c297615a&keyword=
162,딥러닝 기반 인공지능 기법을 활용한 경추 MRI 검사의 유용성 평가,2022,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=7ecaa3302ff2b3d97ecd42904f0c5d65&keyword=
163,연하장애 분야의 인공지능 적용,2020,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=5fdeb6c19b325f1fd18150b21a227875&keyword=
164,당뇨 환자용 인공지능 복약관리 스마트워치의 사용자 경험,2022,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=957c3b4b8cda7bbeb7998d826d417196&keyword=
165,후두내시경을 이용한 후두 병변 진단의 인공지능 적용,2023,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=67f8dc3a4a3d9ab247de9c1710b0298d&keyword=
166,"뇌교육을 창의성, 인공지능, 뉴실버 세대에 어떻게 활용할 수 있나",2018,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=ed9c34316517abedb36097776a77e665&keyword=
167,"간호대학생의 생명의료 및 인공지능 윤리의식, 윤리적 가치관, 전문직 자아개념이 윤리적 의사결정 자신감에 미치는 영향",2023,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=9b61fe9a47e30d97b7998d826d417196&keyword=
168,[뇌과학 리포트] 인공지능을 이용한 뇌 영상 분석으로 마인드 리딩 기술 개발,2018,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=18b3ebc4056f1c1bb7998d826d417196&keyword=
169,특강 2: 인공지능 시대에서의 외과의사의 삶,2019,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=fda800ba0a8439d84884a65323211ff0&keyword=
170,의료기관에 입원한 환자를 대상으로 인공지능 방역로봇으로부터 환경관리를 받아 본 경험,2023,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=92be52dfa90c7d764884a65323211ff0&keyword=
171,[뇌 트렌드] AI 인공지능과 인간지능 “인간만의 고유한 역할 교육 필요하다”,2016,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=c6b33b6de924168db36097776a77e665&keyword=
172,"상부위장관 암 진단을 위한 인공지능 분석, 어디까지 발전하였는가?",2020,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=6207523e0f55b648c85d2949c297615a&keyword=
173,국내 간호업무 개선을 위한 인공지능 적용의 가능성 탐색 연구,2023,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=72f115a96776b8756aae8a972f9116fb&keyword=
174,"소아청소년 의료윤리: SNS, 유튜브, 인공지능",2023,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=12e484ed5ab46eb26aae8a972f9116fb&keyword=
175,의료영상 분야를 위한 설명가능한 인공지능 기술 리뷰,2022,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=5f4baca5a7bf99cd6aae8a972f9116fb&keyword=
176,식도 및 위 질환의 인공지능 적용,2021,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=262661c445b073767f7a54760bb41745&keyword=
177,CT 정도관리를  위한  인공지능  모델  적용에  관한  연구,2023,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=f04e9c9887b55c7fb7998d826d417196&keyword=
178,갑상선 결절 진단에서의 인공지능 적용,2023,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=45096d8445eee9bbc85d2949c297615a&keyword=
179,코로나19 흉부 영상에서 인공지능의 활용,2021,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=f79ff7670ad8d55dc85d2949c297615a&keyword=
180,미국의 혁신의료기술 지불보상제도: 인공지능 의료기기를 중심으로,2022,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=635666cbcb1e1f8447de9c1710b0298d&keyword=
181,파노라마방사선사진상에서 골다공증의 판독에서 인공지능의 민감영역 연구,2021,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=2913280f1c55e68347de9c1710b0298d&keyword=
182,여성 척수손상 장애인을 위한 인공지능 스마트 요람 사용성 평가 시나리오 및 지표 개발,2022,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=43d6fcebb9fdf3d2b7998d826d417196&keyword=
183,진단용 칩 개발을 위한 생물정보학,2002,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=66228993bb7f382dffe0bdc3ef48d419&keyword=
184,췌장담도 질환에서 진단 인공지능 응용,2021,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=7de6a43226d6e93c6aae8a972f9116fb&keyword=
185,딥러닝 기반 의료 영상 인공지능 모델의 취약성: 적대적 공격,2019,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=57efd98d6235a8fd47de9c1710b0298d&keyword=
186,흉부 X-ray를 이용한 척추 측만증 진단 인공지능모델 개발,2020,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=1d53e7d3c02ff9ab4884a65323211ff0&keyword=
187,"[집중 리포트 인간의 핵심 역량, 인성] 누가 인공지능 시대의 인재가 될 것인가",2021,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=b24ce79c528afb24e9810257f7042666&keyword=
188,[디지털 혁신 전문가 형원준 대표] 인공지능의 발달이 창의력의 가치를 높인다,2023,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=9fec47d5df3cd3a4b7998d826d417196&keyword=
189,코로나바이러스감염증 2019에서 흉부X선사진 및 CT의 역할과 인공지능의 적용,2020,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=c71535e30a91c8dc47de9c1710b0298d&keyword=
190,초음파 ATS-539팬텀의 Dynamic Range항목 평가시 인공지능을 이용한 평가비교,2021,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=e88383299ff03a877ecd42904f0c5d65&keyword=
191,PCIT에 참여하는 부모의 상호작용 기술 증진을 위한 인공지능 기반 자동 피드백 시스템 예비연구,2023,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=3ec0f19b3b8ac409b36097776a77e665&keyword=
192,거대언어모델을 활용한 한의학 교육 강화: 교육용 인공지능 개발을 중심으로,2023,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=c5e9f9dcc4c0884747de9c1710b0298d&keyword=
193,대장 내시경 영상의 자동 병변 검출을 위한 인공지능 기반 컴퓨터 보고 진단 시스템 개발,2020,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=58794d3f130a1af96aae8a972f9116fb&keyword=
194,"“세상에서 가장 쉬운 AI 교육으로 인공지능 융합 인재 양성” : [인터뷰] 강장묵 교수, 글로벌사이버대학교 AI융합학과 학과장",2019,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=10b65787d1655c2fe9810257f7042666&keyword=
195,대장 용종 진단 및 기타 임상 분야에서 활용 중인 인공지능 의료기기,2023,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=b2085ed843059ec2b7998d826d417196&keyword=
196,퇴행성 뇌질환에서 뇌 자기공명영상 기반 인공지능 소프트웨어 활용의 현재,2022,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=85a7c78ce1f069f1c85d2949c297615a&keyword=
197,궤양성 대장염 환자의 질병 활성도 평가를 위한 인공지능의 임상 적용,2020,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=536167d7ca442b106aae8a972f9116fb&keyword=
198,"[아이로봇] 브레인-로봇신문 공동 기획 - 인공지능<SUP>AI</SUP>, 심리적 불안과 생활 속 편리함 사이",2015,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=322bd3a0b260ea99e9810257f7042666&keyword=
199,변수 중요도를 이용한 설명 가능한 인공지능 기법의 시각화에 대한 고찰과 보건정보 자료에의 응용,2020,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=ec6802ca6f229cd07f7a54760bb41745&keyword=
200,"[편집장 칼럼] 브레인 2016 3대 키워드 : AI(인공지능), 뇌파, 감정 관리",2016,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=6fc07f9229e7d85b47de9c1710b0298d&keyword=
201,생성적 적대 신경망(Generative Adversarial Network)을 이용하여 획득한 <sup>18</sup>F-FDG Brain PET/CT 인공지능 영상의 비교평가,2020,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=f9f5c5e199b94ccde9810257f7042666&keyword=
202,골 성숙도 단계의 골령 평가를 위한 Greulich-Pyle 방법을 이용한 인공지능 프로그램의 활용,2023,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=0d48232c4a2e84bae9810257f7042666&keyword=
203,[브레인 북스 _ 뇌를 깨우고 행복하게 만드는 책] 김대식의 인간 vs 기계 : 인공지능이란 무엇인가/내 몸과 마음을 살리는 5분 배꼽힐링과 일지힐링라이프,2016,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=3dd3d8566271561e4884a65323211ff0&keyword=
204,“인공지능이 대신할 수 없는 인격 완성 교육이어야 창의 융합형 인재 양성할 수 있다”,2017,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=6db0b4ac81742d28e9810257f7042666&keyword=
205,‘인공지능 vs. 자연지능’ 궁금해?,2020,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=aaf1a045266110b2d18150b21a227875&keyword=
206,"“인공지능 시대, 직업이 아니라 정체성부터 찾아야!”",2016,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=6cebef9d245f56477f7a54760bb41745&keyword=
207,"“인공지능 윤리를 위한 청년들의 목소리” : 미래경영청년네트워크, 멘토 토크, 설문조사, ‘인공지능 세대를 위한 선언’까지",2020,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=82db5eae5336f4f547de9c1710b0298d&keyword=
208,"[두뇌 트레이닝] “인공지능 시대, 자연지능 활용하는 두뇌 리더가 미래 인재”",2017,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=e8e4233e11527952b36097776a77e665&keyword=
209,유방 초음파에서 인공 지능의 진단적 유용성,2023,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=eb8dcf0a0f63e08e47de9c1710b0298d&keyword=
210,척추 질환의 진단 및 결과 예측 분야에 대한 인공 지능 학습법의 적용,2022,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=c09e962ff271515a4884a65323211ff0&keyword=
211,다중 검정을 위한 생물 통계학,2020,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=64217d9e9fada6596aae8a972f9116fb&keyword=
212,시스템생물학을 위한 바이오정보학 연구동향,2008,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=8a918bd115d603964884a65323211ff0&keyword=
213,건강데이터 소유권에 관한 윤리적 접근,2021,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=4b45ea44627639257ecd42904f0c5d65&keyword=
214,"데이터3법 개정 이후 개인건강정보의 제3자 사용에 대한 간호대학, 의과대학 학생들의 인식조사",2022,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=1e20ac638e40c51b6aae8a972f9116fb&keyword=
215,딥러닝 기반 의료영상 분석을 위한 데이터 증강 기법,2020,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=a89a6bf82dbacd746aae8a972f9116fb&keyword=
216,가상환자 데이터세트를 기반으로 악관절과 심미를 고려한 진단 및 치료계획 수립,2021,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=466eea29595ed3bc4884a65323211ff0&keyword=
